,Collision,Sick,reachedGoal,Time,ShortestDistanceAverage,ShortestDistanceMedian
0,3,7,19,-1,8.716537475585938,8.45128059387207
1,0,6,18,-1,5.922990322113037,11.689558029174805
2,0,6,17,-1,6.31981086730957,4.310261249542236
3,6,9,15,-1,7.344829559326172,12.16090202331543
4,0,4,18,-1,8.48537540435791,5.174168586730957
5,0,7,19,-1,6.8812808990478525,15.149067878723145
6,0,8,18,-1,7.402917861938477,4.890702247619629
7,0,4,17,-1,6.011711597442627,4.218518733978271
8,0,8,18,-1,7.628482341766357,15.239973068237305
9,0,10,18,-1,6.680333137512207,4.170180797576904
10,0,5,17,-1,7.537079334259033,9.087258338928223
11,3,6,19,-1,6.147259712219238,11.501249313354492
12,0,6,17,-1,6.180392742156982,13.076737403869629
13,0,4,19,-1,7.406486511230469,14.403568267822266
14,0,5,16,-1,7.232662677764893,5.582544326782227
15,2,8,18,-1,6.6356987953186035,6.3752522468566895
16,0,8,19,-1,7.379617214202881,8.241772651672363
17,4,4,18,-1,7.348637580871582,4.696702003479004
18,0,5,19,-1,7.494015216827393,11.491266250610352
19,0,5,19,-1,7.487529277801514,15.244342803955078
20,4,5,18,-1,5.842174053192139,14.513208389282227
21,0,5,19,-1,7.929459571838379,6.693170070648193
22,0,4,17,-1,6.520644187927246,10.719159126281738
23,0,5,19,-1,7.961395740509033,15.364261627197266
24,0,5,19,-1,6.343999862670898,9.23819637298584
25,5,7,17,-1,4.218393325805664,4.6066060066223145
26,0,4,19,-1,7.025406837463379,3.1288504600524902
27,0,5,18,-1,6.716877460479736,5.599369049072266
28,0,6,19,-1,7.246499538421631,12.18359375
29,0,4,19,-1,7.685301780700684,13.90088176727295
30,4,4,19,-1,7.474573612213135,12.747997283935547
31,0,5,18,-1,7.022235870361328,10.24785041809082
32,0,5,18,-1,6.794650077819824,12.863410949707031
33,0,6,18,-1,6.941239356994629,13.688136100769043
34,0,7,19,-1,6.615571022033691,12.203468322753906
35,1,7,17,-1,6.910790920257568,14.802166938781738
36,7,5,18,-1,8.754840850830078,4.591032981872559
37,0,4,18,-1,6.6984686851501465,5.560837745666504
38,0,4,18,-1,6.745673179626465,8.16211986541748
39,0,4,18,-1,6.620697975158691,12.249013900756836
40,0,7,19,-1,7.476477146148682,6.719459533691406
41,7,5,19,-1,6.835690498352051,7.230190277099609
42,0,6,18,-1,8.17868423461914,4.502786636352539
43,0,6,19,-1,7.015995979309082,5.659574508666992
44,0,5,17,-1,5.894595146179199,5.123427867889404
45,0,4,19,-1,6.972606182098389,13.991470336914062
46,0,5,18,-1,7.718989372253418,11.685296058654785
47,2,4,18,-1,6.038869857788086,9.5992431640625
48,4,6,18,-1,6.666125774383545,11.64963150024414
49,0,4,9,-1,7.463456153869629,6.894889831542969
50,0,5,0,-1,6.151205539703369,6.14955472946167
51,0,5,0,-1,6.120113849639893,12.71153736114502
52,0,4,0,-1,6.739396095275879,8.636866569519043
53,0,5,0,-1,6.829862117767334,15.518074035644531
54,2,6,16,-1,5.865508556365967,5.51857328414917
55,0,5,15,-1,6.787506103515625,5.396265029907227
56,0,6,13,-1,6.153541564941406,6.697559356689453
57,2,7,15,-1,5.993865013122559,5.791155815124512
58,0,6,15,-1,5.540700435638428,4.5803093910217285
59,0,8,17,-1,7.038115501403809,6.35788106918335
60,1,4,18,-1,6.138808250427246,3.405726909637451
61,0,4,18,-1,9.064003944396973,13.599527359008789
62,0,8,18,-1,7.975756645202637,8.13024616241455
63,0,5,19,-1,7.3743133544921875,10.076679229736328
64,0,6,17,-1,7.868663787841797,13.06330680847168
65,0,5,17,-1,6.846148490905762,8.475030899047852
66,0,4,18,-1,6.372420787811279,14.897489547729492
67,0,5,17,-1,6.401133060455322,10.806121826171875
68,0,5,18,-1,7.708348274230957,6.7302680015563965
69,1,4,19,-1,6.856191158294678,5.664434909820557
70,0,6,17,-1,6.573896408081055,6.960207939147949
71,0,5,19,-1,6.759096145629883,10.584894180297852
72,0,8,19,-1,7.441892623901367,3.76523208618164
73,1,5,18,-1,6.027255058288574,7.470540523529053
74,0,4,19,-1,6.833930015563965,8.741830825805664
75,0,5,19,-1,7.394091606140137,3.491005182266235
76,0,8,17,-1,6.897005558013916,11.818976402282715
77,0,5,19,-1,7.691376209259033,5.099778652191162
78,0,4,17,-1,6.699088096618652,7.710666179656982
79,1,6,19,-1,7.243700981140137,2.976458072662353
80,0,4,17,-1,7.049185276031494,12.419028282165527
81,0,5,18,-1,8.47915267944336,9.05775260925293
82,3,6,17,-1,6.366933822631836,4.2834858894348145
83,0,5,16,-1,7.643864631652832,13.352509498596191
84,0,6,18,-1,6.3291916847229,16.926029205322266
85,0,7,19,-1,6.780391693115234,16.78253936767578
86,1,7,18,-1,7.486268043518066,1.882805347442627
87,0,5,19,-1,7.05048656463623,4.618423938751221
88,0,7,19,-1,7.095674991607666,10.90693473815918
89,2,5,18,-1,5.429946422576904,1.9722399711608882
90,0,4,17,-1,9.076311111450195,15.715545654296875
91,0,6,17,-1,8.218586921691895,5.241556167602539
92,0,6,18,-1,6.680531978607178,12.292509078979492
93,6,5,19,-1,6.13274621963501,6.079330921173096
94,0,6,19,-1,8.276700973510742,8.75175666809082
95,0,4,18,-1,7.061320781707764,3.765993356704712
96,0,6,18,-1,6.864894390106201,2.352486610412597
97,1,4,19,-1,5.632793426513672,7.034169673919678
98,3,6,18,-1,7.319859027862549,5.215555667877197
99,1,5,18,-1,7.152941226959228,6.045618534088135
100,0,6,19,-1,8.123615264892578,17.694515228271484
101,2,4,17,-1,5.871403694152832,10.565190315246582
102,0,4,18,-1,8.314236640930176,15.393479347229004
103,0,6,17,-1,7.170233726501465,11.813434600830078
104,0,5,17,-1,6.40470027923584,5.282435417175293
105,3,5,18,-1,8.110389709472656,6.112943649291992
106,2,5,18,-1,5.247406005859375,6.094394683837891
107,0,5,19,-1,7.13878059387207,12.609892845153809
108,0,4,19,-1,6.782434940338135,16.921886444091797
109,0,6,15,-1,9.418536186218262,2.185723304748535
110,1,5,17,-1,5.368712902069092,1.968895077705383
111,0,6,16,-1,9.603950500488281,4.518111705780029
112,0,5,18,-1,6.170728206634521,12.163557052612305
113,3,6,17,-1,4.461051940917969,3.057887554168701
114,4,6,19,-1,6.303761959075928,5.924846172332764
115,5,6,17,-1,5.985517501831055,6.6510467529296875
116,0,4,17,-1,6.3768720626831055,7.022557258605957
117,0,5,17,-1,7.315591812133789,6.690427780151367
118,6,4,19,-1,9.261270523071289,13.299398422241211
119,0,4,19,-1,8.23928451538086,7.137147426605225
120,0,5,18,-1,5.853153705596924,5.295629024505615
121,0,4,18,-1,7.500781059265137,6.721653938293457
122,6,9,17,-1,5.348202228546143,2.916610717773437
123,0,5,19,-1,7.90447473526001,5.994777202606201
124,0,4,18,-1,6.180115699768066,7.237452030181885
125,1,4,18,-1,7.440694808959961,3.77327823638916
126,0,5,19,-1,8.450865745544434,13.179916381835938
127,0,4,18,-1,7.131991386413574,14.387212753295898
128,0,7,19,-1,6.425581455230713,6.354542732238769
129,4,5,17,-1,7.069756984710693,7.426533699035644
130,1,7,17,-1,6.906497001647949,7.728959560394287
131,0,7,17,-1,8.222970962524414,4.8970866203308105
132,0,4,19,-1,8.087540626525879,5.123294830322266
133,0,4,18,-1,6.856413841247559,15.608601570129395
134,1,5,18,-1,5.123419761657715,2.058459043502807
135,6,6,15,-1,7.4393696784973145,15.948171615600586
136,2,5,19,-1,9.069920539855957,15.005083084106445
137,0,4,19,-1,7.219833850860596,10.88516616821289
138,0,7,18,-1,7.341245174407959,9.959352493286133
139,0,6,17,-1,7.542966365814209,5.523499965667725
140,0,5,17,-1,7.519549369812012,9.824575424194336
141,0,4,18,-1,8.2062349319458,17.237274169921875
142,0,7,18,-1,7.484431743621826,16.650821685791016
143,0,4,18,-1,8.136948585510254,5.008510589599609
144,0,7,18,-1,6.695805549621582,4.788419246673584
145,7,5,16,-1,5.248725891113281,5.605834484100342
146,0,5,19,-1,7.602924823760986,5.760951042175293
147,0,5,18,-1,6.775810241699219,4.441949367523193
148,0,5,18,-1,7.029711246490478,5.861093997955322
149,0,5,17,-1,8.217277526855469,8.144769668579102
150,3,7,19,-1,5.666388511657715,5.3400983810424805
151,1,7,16,-1,9.160372734069824,7.376760959625244
152,0,5,16,-1,7.071516513824463,13.739837646484375
153,0,5,18,-1,7.794075012207031,8.31700611114502
154,0,5,16,-1,6.494197845458984,16.770153045654297
155,0,5,19,-1,5.282747745513916,4.282730102539062
156,0,5,17,-1,6.419678688049316,16.758445739746094
157,0,4,17,-1,7.148365497589111,2.873438119888305
158,0,4,17,-1,6.18602991104126,10.826398849487305
159,0,4,19,-1,8.212281227111816,12.461515426635742
160,0,6,18,-1,6.117673873901367,10.585383415222168
161,1,7,18,-1,6.415699481964111,5.148283004760742
162,0,4,19,-1,8.763347625732422,15.170938491821289
163,4,7,16,-1,5.6416826248168945,7.445701122283935
164,3,5,19,-1,9.63244915008545,9.640045166015625
165,0,5,19,-1,6.248613357543945,12.225692749023438
166,0,6,17,-1,8.345940589904785,7.470671653747559
167,0,10,19,-1,6.860668182373047,7.750707626342773
