,Collision,Sick,reachedGoal,Time,ShortestDistanceAverage,ShortestDistanceMedian
259,5,4,11,-1.0,6.699051856994629,6.610569477081299
260,3,4,8,-1.0,5.039204597473144,7.1867170333862305
261,8,4,16,-1.0,7.5259785652160645,8.655313491821289
262,0,6,13,-1.0,7.015567302703857,5.525092601776123
263,0,5,14,-1.0,5.759535312652588,4.187619686126709
264,1,4,15,-1.0,7.123384475708008,6.934317111968994
265,3,5,12,-1.0,6.736778259277344,6.128345966339111
266,0,4,14,-1.0,7.317965030670166,12.268068313598633
267,5,5,13,-1.0,4.895168304443359,8.924728393554688
268,0,4,14,-1.0,5.320419788360596,10.650251388549805
269,1,5,13,-1.0,5.959288597106934,3.6334493160247803
270,2,4,16,-1.0,6.540206432342529,4.075780391693115
271,4,5,15,-1.0,5.173589706420898,4.463459014892578
272,0,4,12,-1.0,6.018948554992676,6.126823425292969
273,1,5,16,-1.0,7.4665350914001465,11.849271774291992
274,1,4,11,-1.0,3.884831666946411,5.418394088745117
275,2,4,15,-1.0,6.13727855682373,10.283244132995605
276,0,5,12,-1.0,6.281026363372803,4.954223155975342
277,0,5,11,-1.0,6.502335071563721,14.051856994628906
278,1,4,16,-1.0,7.423027038574219,7.176063060760498
279,1,5,15,-1.0,10.076422691345215,9.779970169067383
280,2,5,12,-1.0,5.896158695220947,5.049271583557129
281,1,4,12,-1.0,6.333493232727051,8.627362251281738
282,0,4,11,-1.0,6.3127827644348145,5.128857135772705
283,0,4,12,-1.0,5.173981189727783,12.142005920410156
284,3,5,12,-1.0,4.938714027404785,4.209448337554932
285,1,5,13,-1.0,4.9654154777526855,7.087762832641602
286,3,4,12,-1.0,8.229832649230957,6.702493190765381
287,1,5,14,-1.0,7.088376522064209,5.354649543762207
288,2,4,16,-1.0,7.593873500823975,13.581167221069336
289,12,7,13,-1.0,8.858355522155762,17.74131202697754
290,0,6,16,-1.0,5.875020980834961,3.150272607803344
291,3,4,13,-1.0,6.708531379699707,3.934837341308593
292,11,5,15,-1.0,5.854794025421143,9.546035766601562
293,0,4,15,-1.0,6.981045722961426,3.9524199962615962
294,0,4,13,-1.0,5.610825538635254,5.271853446960449
295,1,8,14,-1.0,5.076969623565674,4.3387556076049805
296,12,7,11,-1.0,4.513082504272461,7.982639789581299
297,1,4,14,-1.0,4.3713698387146,2.85170030593872
298,0,6,12,-1.0,4.376918315887451,4.4835205078125
299,0,4,15,-1.0,7.278393268585205,4.8719024658203125
