,Collision,Sick,reachedGoal,Time,ShortestDistanceAverage,ShortestDistanceMedian
0,4,8,18,-1.0,5.308104038238525,6.109722137451172
1,2,6,20,20.95652198791504,4.3976898193359375,4.059033393859863
2,4,6,19,-1.0,4.160881519317627,3.822434186935425
3,0,5,19,-1.0,4.743662357330322,8.799861907958984
4,3,6,20,17.900001525878906,4.188780784606934,8.20916748046875
5,0,5,20,20.476364135742188,5.086344242095947,4.822723388671875
6,0,4,20,18.139999389648438,5.055770397186279,3.118094444274902
7,0,5,19,-1.0,4.356268405914307,3.99468445777893
8,0,4,20,18.720001220703125,3.9040181636810303,3.8007137775421143
9,7,7,20,18.80999755859375,3.975779294967651,7.725170612335205
10,0,5,20,17.639999389648438,5.996413707733154,6.308682918548584
11,0,4,20,18.370010375976562,5.616685390472412,5.5143632888793945
12,0,4,20,19.3599853515625,5.2655463218688965,4.773703098297119
13,1,5,19,-1.0,9.027778625488281,2.822630882263183
14,0,5,20,20.6199951171875,5.840397357940674,12.263689994812012
15,0,4,20,20.420013427734375,5.272485256195068,9.567421913146973
16,0,4,20,19.279998779296875,5.996029376983643,7.561252593994141
17,2,6,20,22.8800048828125,5.224073886871338,4.366503238677978
18,2,4,19,-1.0,5.739457607269287,6.297714710235596
19,0,5,20,21.199981689453125,5.620308876037598,4.501718044281006
20,0,4,20,20.57000732421875,5.033388614654541,3.742667913436889
21,1,4,20,19.3599853515625,4.426982879638672,7.4856858253479
22,3,5,20,18.19000244140625,4.035021305084228,7.563168525695801
23,0,5,20,17.940032958984375,5.177666187286377,5.6801042556762695
24,4,5,20,20.25994873046875,3.473067283630371,7.411762237548828
25,2,6,20,20.27001953125,5.576198101043701,6.1456074714660645
26,0,5,20,17.07000732421875,4.714348793029785,2.023591995239258
27,0,4,20,20.1199951171875,6.194808959960937,12.92361068725586
28,0,7,20,21.8800048828125,4.091504096984863,7.394455909729004
29,0,7,20,22.8900146484375,5.679351329803467,11.400140762329102
30,0,5,20,17.88995361328125,5.414803504943848,5.28882360458374
31,0,4,19,-1.0,4.587306499481201,3.429022312164306
32,4,5,19,-1.0,4.023413181304932,7.698538780212402
33,5,4,20,18.6199951171875,4.120461463928223,3.166184186935425
34,4,4,20,18.44000244140625,3.9219191074371342,5.188044548034668
35,0,6,20,20.5400390625,4.8170719146728525,3.722333669662475
36,0,6,19,-1.0,4.9810404777526855,7.534995555877685
37,0,6,20,18.54998779296875,5.711795330047607,12.685495376586914
38,4,6,19,-1.0,5.669909954071045,4.75850248336792
39,1,5,20,19.07000732421875,6.112576961517334,8.899940490722656
40,0,5,20,18.44000244140625,5.872511386871338,5.836766719818115
41,1,4,20,18.1099853515625,6.878054141998291,7.741147041320801
42,3,4,19,-1.0,4.031359672546387,6.6724958419799805
43,2,4,20,18.15997314453125,6.037505626678467,6.4977803230285645
44,6,7,20,17.71002197265625,4.926178455352783,4.546919822692871
45,1,5,19,-1.0,5.2812604904174805,8.801267623901367
46,0,5,20,17.73004150390625,4.7771782875061035,8.153756141662598
47,1,6,20,18.5699462890625,4.710265159606934,7.191340446472168
48,0,4,20,18.1099853515625,4.926266193389893,3.872600555419922
49,0,4,20,22.3699951171875,5.34682035446167,6.4510040283203125
50,4,6,20,26.590087890625,5.684141635894775,6.176936626434326
51,0,6,20,18.3199462890625,4.147060394287109,2.232411384582519
52,1,4,20,21.1600341796875,4.962870121002197,9.979706764221191
53,0,4,20,17.5499267578125,5.355865955352783,9.654561996459961
54,0,4,20,18.280029296875,5.953383445739746,11.375040054321289
55,0,5,20,17.6199951171875,4.045681953430176,5.7384138107299805
56,1,4,20,20.280029296875,6.032544612884521,4.134628772735596
57,1,5,20,23.169921875,4.930760860443115,7.771944999694824
58,0,5,20,20.9000244140625,5.712597846984863,8.7981538772583
59,0,5,20,19.6700439453125,5.147958278656006,7.8808183670043945
60,2,4,20,21.0899658203125,4.017780780792236,3.180690050125122
61,0,4,19,-1.0,4.716723442077637,3.251980304718017
62,0,5,20,20.530029296875,5.883926868438721,5.343391418457031
63,4,6,20,17.8299560546875,3.887807846069336,3.163341045379638
64,0,5,20,21.9200439453125,4.515670299530029,6.439980983734131
65,0,5,20,18.949951171875,5.064959526062012,5.265087604522705
66,0,4,20,18.4600830078125,5.175053596496582,3.506917953491211
67,6,5,20,21.2698974609375,5.362185478210449,7.71230411529541
68,0,4,20,19.146728515625,6.068460941314697,11.17548656463623
69,0,4,0,-1.0,5.336825370788574,2.72464370727539
70,1,5,0,-1.0,4.972538471221924,4.180542945861816
71,0,5,0,-1.0,5.506421089172363,3.062191486358642
72,0,5,1,-1.0,5.130238056182861,3.845494031906128
73,7,6,18,-1.0,4.928190231323242,6.454409599304199
74,0,6,20,21.3106689453125,3.994242668151855,3.376884937286377
75,0,4,19,-1.0,4.5472731590271,6.982847213745117
